Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Unnamed: 15,Unnamed: 16
2023-06-10,S005,P0006,Electronics,South,374,263,153,272.89,90.61,0,Sunny,1,93.07,Spring,,
2023-06-10,S005,P0007,Groceries,North,469,79,98,87.09,54.49,20,Snowy,0,55.61,Winter,,
2023-06-10,S005,P0008,Toys,South,488,285,173,285.17,99.05,20,Rainy,1,96.34,Spring,,
2023-06-10,S005,P0009,Clothing,West,313,201,103,203.68,57.61,10,Snowy,0,56.42,Spring,,
2023-06-10,S005,P0010,Groceries,North,321,231,24,242.11,84.4,10,Rainy,1,81.04,Autumn,,
2023-06-10,S005,P0011,Furniture,East,479,118,184,132.3,53.53,0,Cloudy,0,48.62,Autumn,,
2023-06-10,S005,P0012,Groceries,East,250,246,73,258.24,52.62,20,Rainy,1,51.91,Spring,,
2023-06-10,S005,P0013,Toys,East,76,23,70,15.9,89.78,0,Snowy,1,92.03,Winter,,
2023-06-10,S005,P0014,Electronics,South,139,4,103,14.74,59.85,10,Cloudy,1,59.88,Winter,,
2023-06-10,S005,P0015,Clothing,East,314,49,193,49.85,96.52,10,Sunny,1,98.43,Autumn,,
2023-06-10,S005,P0016,Toys,East,62,60,29,60.0,33.53,5,Sunny,0,35.45,Spring,,
2023-06-10,S005,P0017,Furniture,South,481,226,71,223.4,45.28,0,Snowy,0,42.68,Winter,,
2023-06-10,S005,P0018,Electronics,South,368,110,100,125.55,54.8,0,Cloudy,1,49.84,Autumn,,
2023-06-10,S005,P0019,Electronics,North,369,234,160,230.7,16.25,20,Snowy,1,15.71,Winter,,
2023-06-10,S005,P0020,Clothing,South,98,67,172,66.21,14.61,10,Rainy,1,12.79,Summer,,
2023-06-11,S001,P0001,Toys,North,290,209,39,218.33,78.34,15,Sunny,0,81.1,Winter,,
2023-06-11,S001,P0002,Clothing,East,485,238,154,251.58,56.83,10,Cloudy,1,57.51,Autumn,,
2023-06-11,S001,P0003,Clothing,North,217,79,189,70.13,28.1,20,Cloudy,1,23.19,Summer,,
2023-06-11,S001,P0004,Furniture,East,432,343,66,339.55,39.67,15,Snowy,1,38.71,Autumn,,
2023-06-11,S001,P0005,Clothing,East,406,315,129,313.12,88.52,5,Sunny,1,83.85,Winter,,
2023-06-11,S001,P0006,Electronics,West,257,72,191,65.85,62.76,5,Sunny,0,60.48,Autumn,,
2023-06-11,S001,P0007,Electronics,West,397,329,192,340.45,69.58,15,Snowy,0,65.49,Autumn,,
2023-06-11,S001,P0008,Clothing,East,279,258,175,253.41,47.55,15,Rainy,0,47.14,Summer,,
2023-06-11,S001,P0009,Furniture,West,98,51,50,52.27,42.44,20,Sunny,0,37.89,Summer,,
2023-06-11,S001,P0010,Clothing,North,95,35,107,32.01,27.69,20,Sunny,0,31.79,Summer,,
2023-06-11,S001,P0011,Clothing,South,391,190,180,205.52,98.94,15,Snowy,0,96.33,Summer,,
2023-06-11,S001,P0012,Clothing,West,70,35,87,27.23,15.66,10,Sunny,0,13.68,Spring,,
2023-06-11,S001,P0013,Furniture,West,156,67,107,66.83,85.58,0,Sunny,0,87.04,Winter,,
2023-06-11,S001,P0014,Electronics,North,431,20,53,38.79,61.75,10,Cloudy,1,64.12,Spring,,
2023-06-11,S001,P0015,Toys,West,403,48,31,62.89,70.25,15,Sunny,0,68.16,Winter,,
2023-06-11,S001,P0016,Clothing,South,97,63,195,80.56,81.57,15,Sunny,1,80.22,Winter,,
2023-06-11,S001,P0017,Groceries,South,164,70,122,72.12,19.36,20,Rainy,1,20.32,Autumn,,
2023-06-11,S001,P0018,Furniture,South,112,79,30,79.32,69.51,5,Snowy,0,71.24,Spring,,
2023-06-11,S001,P0019,Furniture,West,442,20,190,12.69,15.87,0,Snowy,1,17.81,Winter,,
2023-06-11,S001,P0020,Furniture,South,288,201,169,199.72,72.62,10,Sunny,0,68.33,Winter,,
2023-06-11,S002,P0001,Electronics,South,440,61,156,75.98,74.16,15,Snowy,1,75.15,Winter,,
2023-06-11,S002,P0002,Furniture,West,343,233,38,239.08,83.39,10,Sunny,0,85.13,Autumn,,
2023-06-11,S002,P0003,Groceries,North,438,106,172,119.47,81.67,20,Snowy,0,80.07,Winter,,
2023-06-11,S002,P0004,Clothing,South,122,17,94,9.06,68.45,15,Rainy,0,67.78,Spring,,
2023-06-11,S002,P0005,Furniture,West,160,36,164,36.71,67.73,5,Snowy,1,71.64,Winter,,
2023-06-11,S002,P0006,Groceries,South,185,106,196,104.35,52.07,10,Rainy,0,50.75,Spring,,
2023-06-11,S002,P0007,Clothing,West,359,56,122,61.43,43.04,15,Snowy,0,39.35,Spring,,
2023-06-11,S002,P0008,Groceries,East,179,62,149,67.61,90.64,0,Sunny,1,94.46,Winter,,
2023-06-11,S002,P0009,Toys,West,148,141,44,149.41,78.55,10,Cloudy,1,82.07,Spring,,
2023-06-11,S002,P0010,Clothing,East,241,179,187,194.35,35.13,15,Cloudy,0,35.24,Spring,,
2023-06-11,S002,P0011,Groceries,West,352,283,157,289.93,46.37,20,Sunny,0,43.49,Autumn,,
2023-06-11,S002,P0012,Clothing,North,371,186,164,187.65,56.3,20,Rainy,1,58.67,Spring,,
2023-06-11,S002,P0013,Clothing,North,336,49,149,65.18,12.68,20,Cloudy,1,10.53,Spring,,
2023-06-11,S002,P0014,Electronics,South,424,284,125,282.56,74.05,5,Rainy,1,77.25,Summer,,
2023-06-11,S002,P0015,Furniture,South,379,69,178,75.47,56.37,5,Rainy,0,61.28,Spring,,
2023-06-11,S002,P0016,Toys,East,270,158,90,168.53,69.13,15,Sunny,0,66.26,Summer,,
2023-06-11,S002,P0017,Furniture,West,172,137,89,155.26,89.57,20,Rainy,0,86.12,Winter,,
2023-06-11,S002,P0018,Clothing,East,68,41,24,49.59,76.73,10,Sunny,0,73.0,Summer,,
2023-06-11,S002,P0019,Clothing,South,347,150,132,154.29,95.0,5,Sunny,0,96.65,Spring,,
2023-06-11,S002,P0020,Furniture,West,345,335,115,348.89,20.0,0,Snowy,1,15.35,Winter,,
2023-06-11,S003,P0001,Clothing,East,75,48,54,42.59,34.05,0,Sunny,0,38.29,Spring,,
2023-06-11,S003,P0002,Furniture,East,472,333,197,328.81,88.53,20,Snowy,0,92.38,Summer,,
2023-06-11,S003,P0003,Furniture,East,63,8,163,-0.5,98.57,15,Sunny,0,97.58,Winter,,
2023-06-11,S003,P0004,Groceries,East,295,163,185,175.78,55.13,10,Snowy,0,51.42,Winter,,
2023-06-11,S003,P0005,Toys,North,461,331,127,322.91,98.97,5,Sunny,1,103.77,Winter,,
2023-06-11,S003,P0006,Furniture,North,292,280,160,278.92,38.5,15,Snowy,1,43.49,Summer,,
2023-06-11,S003,P0007,Electronics,South,470,292,197,298.03,26.6,20,Cloudy,0,29.77,Winter,,
2023-06-11,S003,P0008,Toys,West,313,3,52,16.14,99.79,10,Cloudy,1,98.01,Winter,,
2023-06-11,S003,P0009,Groceries,South,276,257,148,253.53,77.28,0,Rainy,1,81.88,Winter,,
2023-06-11,S003,P0010,Furniture,East,272,76,87,68.58,97.97,15,Cloudy,1,95.04,Autumn,,
2023-06-11,S003,P0011,Furniture,East,134,90,66,88.02,12.36,5,Sunny,1,17.09,Spring,,
2023-06-11,S003,P0012,Toys,East,262,120,69,123.27,75.5,0,Snowy,0,70.57,Spring,,
2023-06-11,S003,P0013,Groceries,North,270,59,155,57.62,83.13,0,Sunny,0,83.92,Winter,,
2023-06-11,S003,P0014,Groceries,North,314,230,185,234.01,83.38,20,Cloudy,0,88.35,Spring,,
2023-06-11,S003,P0015,Toys,North,283,114,115,110.11,46.33,10,Cloudy,0,44.34,Spring,,
2023-06-11,S003,P0016,Electronics,West,195,22,140,22.04,84.99,15,Cloudy,1,88.96,Summer,,
2023-06-11,S003,P0017,Furniture,South,372,96,104,87.25,42.12,15,Snowy,0,42.05,Autumn,,
2023-06-11,S003,P0018,Furniture,West,312,134,97,131.35,60.47,5,Sunny,0,56.84,Winter,,
2023-06-11,S003,P0019,Toys,South,243,80,185,98.19,59.8,10,Sunny,1,56.85,Winter,,
2023-06-11,S003,P0020,Electronics,West,419,107,191,107.09,19.9,10,Cloudy,0,20.04,Winter,,
2023-06-11,S004,P0001,Toys,North,74,21,186,19.84,39.61,5,Cloudy,0,42.95,Autumn,,
2023-06-11,S004,P0002,Furniture,West,261,18,72,24.34,72.18,10,Sunny,0,76.08,Spring,,
2023-06-11,S004,P0003,Groceries,South,393,88,111,84.18,84.62,15,Sunny,1,88.45,Spring,,
2023-06-11,S004,P0004,Toys,West,363,241,132,240.77,19.16,15,Snowy,1,15.14,Autumn,,
2023-06-11,S004,P0005,Furniture,East,217,210,127,228.66,88.38,0,Cloudy,0,89.38,Autumn,,
2023-06-11,S004,P0006,Clothing,South,245,29,63,33.75,13.46,20,Snowy,1,16.17,Autumn,,
2023-06-11,S004,P0007,Toys,East,167,155,78,154.23,72.02,20,Sunny,1,68.46,Autumn,,
2023-06-11,S004,P0008,Clothing,North,81,43,96,54.47,34.49,10,Sunny,0,35.28,Autumn,,
2023-06-11,S004,P0009,Furniture,North,472,433,27,433.98,45.32,20,Rainy,0,46.88,Summer,,
2023-06-11,S004,P0010,Furniture,East,179,77,178,88.89,85.73,0,Rainy,1,85.23,Summer,,
2023-06-11,S004,P0011,Toys,East,168,100,43,115.37,42.93,10,Snowy,0,38.38,Autumn,,
2023-06-11,S004,P0012,Clothing,North,232,155,105,145.62,96.06,15,Cloudy,1,93.84,Winter,,
2023-06-11,S004,P0013,Electronics,North,405,100,67,101.42,26.04,20,Rainy,0,24.17,Summer,,
2023-06-11,S004,P0014,Furniture,South,491,3,65,11.48,85.83,20,Sunny,1,81.26,Spring,,
2023-06-11,S004,P0015,Furniture,North,141,43,154,62.01,17.84,0,Rainy,1,20.81,Summer,,
2023-06-11,S004,P0016,Electronics,East,257,72,27,64.24,44.54,10,Sunny,1,45.96,Autumn,,
2023-06-11,S004,P0017,Electronics,North,99,0,55,-4.91,52.5,0,Sunny,1,47.98,Spring,,
2023-06-11,S004,P0018,Furniture,North,368,78,57,87.93,59.1,20,Sunny,0,54.64,Winter,,
2023-06-11,S004,P0019,Groceries,West,166,136,49,144.18,54.2,10,Snowy,0,54.86,Spring,,
2023-06-11,S004,P0020,Clothing,North,227,185,118,202.79,48.39,20,Snowy,1,50.76,Spring,,
2023-06-11,S005,P0001,Furniture,West,138,128,141,124.4,45.27,20,Snowy,1,48.22,Winter,,
2023-06-11,S005,P0002,Clothing,East,172,92,157,102.01,36.18,5,Cloudy,1,33.11,Winter,,
2023-06-11,S005,P0003,Groceries,East,449,301,157,313.73,28.3,0,Snowy,0,25.6,Autumn,,
2023-06-11,S005,P0004,Electronics,South,456,288,119,302.92,68.94,0,Snowy,0,71.69,Summer,,
2023-06-11,S005,P0005,Clothing,East,310,35,161,28.76,93.44,20,Snowy,1,97.97,Spring,,
2023-06-11,S005,P0006,Toys,North,462,326,139,342.4,38.68,0,Snowy,1,37.93,Spring,,
2023-06-11,S005,P0007,Furniture,South,193,63,75,71.53,45.29,5,Rainy,1,42.81,Spring,,
2023-06-11,S005,P0008,Electronics,East,456,66,175,79.99,36.53,20,Cloudy,1,37.88,Summer,,
2023-06-11,S005,P0009,Toys,East,63,4,115,22.39,13.75,0,Cloudy,0,9.74,Autumn,,
2023-06-11,S005,P0010,Electronics,North,409,247,87,254.06,67.99,20,Cloudy,1,66.81,Summer,,
2023-06-11,S005,P0011,Toys,South,61,59,68,65.8,52.27,15,Sunny,0,54.03,Autumn,,
2023-06-11,S005,P0012,Toys,South,431,274,39,292.85,22.48,15,Cloudy,1,19.69,Summer,,
2023-06-11,S005,P0013,Electronics,East,298,63,82,70.28,47.66,10,Sunny,1,47.39,Spring,,
2023-06-11,S005,P0014,Furniture,South,56,34,70,28.23,19.1,15,Rainy,1,16.88,Winter,,
2023-06-11,S005,P0015,Electronics,South,84,42,79,43.33,28.0,20,Sunny,1,29.67,Winter,,
2023-06-11,S005,P0016,Furniture,East,289,126,34,124.12,74.12,20,Snowy,1,74.07,Spring,,
2023-06-11,S005,P0017,Groceries,West,349,223,138,220.73,55.5,15,Rainy,0,58.6,Winter,,
2023-06-11,S005,P0018,Clothing,East,431,245,196,236.55,72.06,15,Snowy,1,67.69,Autumn,,
2023-06-11,S005,P0019,Furniture,East,235,18,71,27.75,61.56,5,Rainy,0,61.96,Summer,,
2023-06-11,S005,P0020,Toys,East,282,38,75,30.62,54.56,15,Rainy,0,52.84,Autumn,,
2023-06-12,S001,P0001,Toys,East,458,6,104,-0.8,97.1,10,Snowy,1,93.43,Winter,,
2023-06-12,S001,P0002,Clothing,East,239,13,167,32.92,83.95,5,Sunny,1,81.44,Summer,,
2023-06-12,S001,P0003,Furniture,West,247,106,115,108.92,91.65,5,Cloudy,1,95.36,Autumn,,
2023-06-12,S001,P0004,Groceries,South,378,60,164,78.09,57.18,20,Snowy,1,55.16,Autumn,,
2023-06-12,S001,P0005,Electronics,East,323,306,189,315.77,92.04,20,Cloudy,1,93.87,Spring,,
2023-06-12,S001,P0006,Clothing,North,440,427,95,427.35,97.53,5,Cloudy,0,99.28,Spring,,
2023-06-12,S001,P0007,Groceries,North,55,52,136,65.64,37.65,20,Snowy,0,40.45,Autumn,,
2023-06-12,S001,P0008,Electronics,South,420,341,108,352.1,29.06,5,Rainy,1,32.86,Autumn,,
2023-06-12,S001,P0009,Toys,South,410,375,101,383.97,52.73,20,Snowy,0,51.14,Spring,,
2023-06-12,S001,P0010,Electronics,North,376,270,172,264.79,41.22,10,Snowy,1,36.26,Autumn,,
2023-06-12,S001,P0011,Groceries,West,487,319,100,327.43,99.23,5,Rainy,1,102.95,Summer,,
2023-06-12,S001,P0012,Groceries,South,125,15,75,21.77,42.9,0,Cloudy,0,47.61,Spring,,
2023-06-12,S001,P0013,Furniture,East,195,16,65,14.92,82.51,10,Rainy,1,81.37,Autumn,,
2023-06-12,S001,P0014,Groceries,North,107,104,157,99.81,71.57,0,Cloudy,0,70.09,Winter,,
2023-06-12,S001,P0015,Toys,North,119,11,127,7.72,48.39,20,Sunny,0,47.28,Winter,,
2023-06-12,S001,P0016,Groceries,East,154,73,23,77.67,12.46,20,Cloudy,0,10.39,Spring,,
2023-06-12,S001,P0017,Groceries,South,347,177,68,184.7,10.16,10,Snowy,1,14.78,Summer,,
2023-06-12,S001,P0018,Clothing,North,109,28,22,31.86,90.07,15,Sunny,1,92.28,Summer,,
2023-06-12,S001,P0019,Groceries,East,349,31,98,36.29,69.31,5,Cloudy,0,69.97,Summer,,
2023-06-12,S001,P0020,Toys,West,389,268,112,273.42,30.36,15,Sunny,1,26.0,Winter,,
2023-06-12,S002,P0001,Groceries,East,170,97,139,107.48,14.43,15,Cloudy,0,11.36,Summer,,
2023-06-12,S002,P0002,Clothing,West,460,360,101,351.64,75.09,20,Rainy,0,73.53,Winter,,
2023-06-12,S002,P0003,Electronics,West,174,38,53,57.98,38.83,20,Sunny,0,43.57,Spring,,
2023-06-12,S002,P0004,Groceries,South,162,33,123,33.14,84.31,5,Snowy,0,80.11,Spring,,
2023-06-12,S002,P0005,Electronics,North,499,179,175,185.81,62.36,5,Sunny,0,66.44,Summer,,
2023-06-12,S002,P0006,Furniture,South,486,324,138,325.51,22.02,10,Cloudy,0,18.28,Autumn,,
2023-06-12,S002,P0007,Electronics,North,92,35,88,40.27,61.03,5,Rainy,1,61.3,Summer,,
2023-06-12,S002,P0008,Clothing,South,223,108,55,110.58,77.46,5,Sunny,0,81.53,Winter,,
2023-06-12,S002,P0009,Furniture,North,139,87,65,80.61,56.87,20,Cloudy,0,59.33,Autumn,,
2023-06-12,S002,P0010,Furniture,North,399,129,137,122.69,24.87,10,Snowy,1,23.24,Spring,,
2023-06-12,S002,P0011,Electronics,North,486,467,80,468.55,41.69,5,Cloudy,1,45.39,Spring,,
2023-06-12,S002,P0012,Toys,North,316,104,176,121.53,13.09,10,Cloudy,1,14.14,Spring,,
2023-06-12,S002,P0013,Furniture,North,427,211,22,213.01,14.31,15,Sunny,0,10.0,Summer,,
2023-06-12,S002,P0014,Clothing,West,422,103,155,114.46,79.82,15,Snowy,1,76.16,Autumn,,
2023-06-12,S002,P0015,Groceries,West,493,233,194,251.25,73.03,10,Snowy,0,74.89,Spring,,
2023-06-12,S002,P0016,Clothing,North,169,28,96,28.54,81.41,10,Sunny,1,83.6,Spring,,
2023-06-12,S002,P0017,Furniture,South,133,129,142,126.82,36.73,20,Sunny,0,32.48,Summer,,
2023-06-12,S002,P0018,Groceries,South,296,230,113,240.9,94.74,10,Snowy,0,96.29,Spring,,
2023-06-12,S002,P0019,Furniture,South,124,123,58,127.44,57.36,15,Snowy,1,59.75,Autumn,,
2023-06-12,S002,P0020,Electronics,South,209,11,136,10.16,21.09,0,Sunny,0,25.05,Spring,,
2023-06-12,S003,P0001,Toys,North,299,250,108,259.34,63.8,0,Snowy,1,65.23,Spring,,
2023-06-12,S003,P0002,Furniture,West,170,54,37,52.94,78.46,5,Snowy,1,77.85,Winter,,
2023-06-12,S003,P0003,Clothing,South,443,93,112,96.32,80.42,5,Cloudy,1,80.26,Summer,,
2023-06-12,S003,P0004,Electronics,South,304,51,54,62.02,19.37,10,Sunny,1,16.14,Autumn,,
2023-06-12,S003,P0005,Furniture,North,360,122,132,123.05,33.38,20,Sunny,1,38.18,Winter,,
2023-06-12,S003,P0006,Clothing,South,451,9,117,17.26,60.62,0,Sunny,0,57.2,Spring,,
2023-06-12,S003,P0007,Electronics,West,394,379,149,374.25,72.73,20,Cloudy,0,76.76,Summer,,
2023-06-12,S003,P0008,Toys,South,266,3,185,21.97,56.4,10,Snowy,0,55.27,Summer,,
2023-06-12,S003,P0009,Toys,East,326,296,111,300.32,80.9,15,Sunny,1,76.93,Winter,,
2023-06-12,S003,P0010,Clothing,West,419,71,167,87.49,88.54,5,Rainy,0,91.99,Winter,,
2023-06-12,S003,P0011,Clothing,West,404,2,132,10.9,97.28,20,Sunny,1,93.08,Spring,,
2023-06-12,S003,P0012,Toys,East,213,70,144,62.14,32.79,10,Cloudy,0,34.83,Winter,,
2023-06-12,S003,P0013,Groceries,South,56,46,191,62.49,58.18,5,Rainy,1,57.23,Spring,,
2023-06-12,S003,P0014,Groceries,South,284,255,96,267.15,73.24,15,Sunny,1,74.7,Spring,,
2023-06-12,S003,P0015,Toys,North,84,54,20,57.81,29.98,10,Cloudy,1,33.24,Winter,,
2023-06-12,S003,P0016,Toys,North,267,252,88,269.36,72.17,0,Snowy,1,75.0,Summer,,
2023-06-12,S003,P0017,Electronics,East,115,67,169,57.57,64.98,5,Snowy,1,68.23,Spring,,
2023-06-12,S003,P0018,Groceries,East,442,167,26,179.22,85.7,15,Rainy,0,82.0,Winter,,
2023-06-12,S003,P0019,Clothing,East,390,135,186,149.55,96.94,5,Rainy,1,93.36,Winter,,
2023-06-12,S003,P0020,Electronics,West,303,94,69,95.94,49.45,20,Rainy,0,46.39,Summer,,
2023-06-12,S004,P0001,Electronics,West,217,15,52,21.8,80.04,5,Rainy,0,83.32,Spring,,
2023-06-12,S004,P0002,Groceries,North,335,58,71,55.07,69.16,10,Sunny,0,66.73,Winter,,
2023-06-12,S004,P0003,Groceries,North,221,106,99,111.98,26.99,5,Sunny,0,28.54,Autumn,,
2023-06-12,S004,P0004,Electronics,East,254,253,67,247.45,97.18,5,Snowy,1,98.07,Summer,,
2023-06-12,S004,P0005,Furniture,North,420,183,116,202.74,74.02,15,Snowy,1,77.49,Winter,,
2023-06-12,S004,P0006,Furniture,South,101,66,75,85.83,77.55,10,Sunny,0,76.61,Spring,,
2023-06-12,S004,P0007,Electronics,South,66,46,191,48.3,63.34,0,Sunny,0,62.37,Autumn,,
2023-06-12,S004,P0008,Clothing,South,179,140,65,141.74,17.04,15,Sunny,0,17.45,Summer,,
2023-06-12,S004,P0009,Furniture,South,98,65,100,84.31,43.47,15,Rainy,1,39.76,Winter,,
2023-06-12,S004,P0010,Furniture,North,313,237,82,235.31,33.74,0,Sunny,1,33.16,Winter,,
2023-06-12,S004,P0011,Electronics,East,348,32,199,41.28,61.93,0,Cloudy,0,61.63,Autumn,,
2023-06-12,S004,P0012,Toys,North,323,38,187,46.52,67.82,20,Snowy,1,65.31,Winter,,
2023-06-12,S004,P0013,Electronics,South,243,115,32,132.37,91.36,0,Cloudy,0,87.64,Autumn,,
2023-06-12,S004,P0014,Groceries,North,488,14,144,30.07,75.5,10,Rainy,0,78.06,Spring,,
2023-06-12,S004,P0015,Clothing,West,413,300,187,310.93,67.34,20,Cloudy,1,64.7,Winter,,
2023-06-12,S004,P0016,Toys,West,390,45,152,50.45,42.27,15,Snowy,1,44.82,Spring,,
2023-06-12,S004,P0017,Electronics,East,293,40,100,47.97,74.31,15,Rainy,0,70.41,Spring,,
2023-06-12,S004,P0018,Groceries,East,350,130,79,123.04,13.48,0,Rainy,0,16.83,Summer,,
2023-06-12,S004,P0019,Electronics,North,271,122,61,140.65,17.63,15,Snowy,1,15.61,Summer,,
2023-06-12,S004,P0020,Electronics,West,292,156,84,165.76,44.3,5,Cloudy,0,43.86,Spring,,
2023-06-12,S005,P0001,Electronics,South,72,66,58,68.55,91.57,15,Rainy,1,87.87,Winter,,
2023-06-12,S005,P0002,Groceries,North,425,287,179,287.35,14.09,20,Cloudy,1,16.09,Autumn,,
2023-06-12,S005,P0003,Electronics,West,476,232,128,250.46,93.55,5,Snowy,0,89.08,Summer,,
2023-06-12,S005,P0004,Toys,North,408,331,81,323.59,77.96,15,Sunny,0,81.34,Autumn,,
2023-06-12,S005,P0005,Electronics,South,497,324,122,327.5,94.58,15,Sunny,1,93.16,Autumn,,
2023-06-12,S005,P0006,Clothing,South,450,266,110,285.77,65.86,0,Cloudy,0,62.59,Summer,,
2023-06-12,S005,P0007,Toys,East,478,62,117,71.4,36.66,5,Snowy,0,38.81,Winter,,
2023-06-12,S005,P0008,Electronics,East,276,59,70,52.89,68.14,15,Cloudy,0,70.09,Summer,,
2023-06-12,S005,P0009,Electronics,North,399,192,80,192.37,29.08,15,Cloudy,0,28.76,Summer,,
2023-06-12,S005,P0010,Toys,South,103,69,113,74.33,24.49,20,Rainy,1,26.0,Summer,,
2023-06-12,S005,P0011,Furniture,East,453,42,180,46.43,99.9,15,Rainy,0,100.11,Autumn,,
2023-06-12,S005,P0012,Toys,West,181,137,102,138.48,33.84,0,Cloudy,1,31.56,Winter,,
2023-06-12,S005,P0013,Clothing,West,310,195,152,210.95,50.64,5,Cloudy,0,55.29,Summer,,
2023-06-12,S005,P0014,Furniture,North,329,84,63,103.21,96.94,0,Rainy,1,98.46,Spring,,
2023-06-12,S005,P0015,Groceries,West,372,109,20,121.41,25.51,5,Sunny,0,24.83,Autumn,,
2023-06-12,S005,P0016,Groceries,South,362,295,46,296.56,40.51,15,Rainy,0,38.01,Spring,,
2023-06-12,S005,P0017,Toys,North,227,23,185,14.59,71.46,20,Sunny,1,74.5,Summer,,
2023-06-12,S005,P0018,Electronics,North,492,417,22,424.42,50.86,20,Rainy,0,52.43,Spring,,
2023-06-12,S005,P0019,Furniture,North,409,256,125,266.37,38.57,15,Rainy,0,35.35,Spring,,
2023-06-12,S005,P0020,Groceries,East,75,57,72,51.88,72.74,15,Snowy,0,74.51,Winter,,
2023-06-13,S001,P0001,Furniture,East,84,60,151,65.88,68.8,5,Rainy,0,71.65,Summer,,
2023-06-13,S001,P0002,Electronics,West,180,45,186,54.5,91.31,5,Cloudy,0,88.95,Summer,,
2023-06-13,S001,P0003,Toys,East,101,34,32,50.34,64.86,5,Sunny,0,60.92,Summer,,
2023-06-13,S001,P0004,Toys,North,381,322,40,335.23,69.2,0,Cloudy,1,66.89,Autumn,,
2023-06-13,S001,P0005,Toys,North,236,8,189,26.23,31.65,10,Rainy,1,31.98,Summer,,
2023-06-13,S001,P0006,Furniture,South,471,280,138,295.51,72.12,10,Snowy,1,68.31,Winter,,
2023-06-13,S001,P0007,Furniture,East,301,75,166,66.78,19.41,10,Cloudy,1,18.29,Spring,,
2023-06-13,S001,P0008,Groceries,East,455,279,38,284.19,90.31,5,Snowy,0,89.98,Autumn,,
2023-06-13,S001,P0009,Furniture,West,186,186,71,193.26,94.03,0,Rainy,1,90.15,Autumn,,
2023-06-13,S001,P0010,Furniture,South,106,102,121,121.2,82.1,20,Rainy,1,80.16,Summer,,
2023-06-13,S001,P0011,Groceries,South,67,38,169,43.14,55.44,15,Sunny,0,51.4,Winter,,
2023-06-13,S001,P0012,Electronics,West,380,191,194,191.56,96.86,10,Sunny,1,93.1,Autumn,,
2023-06-13,S001,P0013,Furniture,South,199,189,108,183.71,83.36,5,Snowy,0,83.28,Summer,,
2023-06-13,S001,P0014,Clothing,North,53,6,109,18.48,48.86,15,Cloudy,0,45.39,Winter,,
2023-06-13,S001,P0015,Toys,East,341,288,163,291.76,73.94,10,Cloudy,1,76.95,Autumn,,
2023-06-13,S001,P0016,Electronics,West,162,113,149,106.9,95.41,10,Rainy,1,90.86,Spring,,
2023-06-13,S001,P0017,Electronics,South,490,180,195,181.11,93.16,15,Cloudy,0,95.39,Summer,,
2023-06-13,S001,P0018,Furniture,East,423,27,163,25.16,77.7,20,Sunny,0,78.92,Autumn,,
2023-06-13,S001,P0019,Toys,East,96,26,33,23.03,83.06,10,Rainy,1,78.65,Summer,,
2023-06-13,S001,P0020,Electronics,East,301,198,113,212.23,88.21,10,Cloudy,0,88.87,Summer,,
2023-06-13,S002,P0001,Clothing,South,235,185,63,177.53,71.36,10,Sunny,0,71.73,Winter,,
2023-06-13,S002,P0002,Electronics,East,217,68,69,80.61,49.15,20,Sunny,0,46.23,Summer,,
2023-06-13,S002,P0003,Clothing,North,210,9,198,14.35,89.72,5,Rainy,1,94.13,Winter,,
2023-06-13,S002,P0004,Electronics,South,320,170,95,179.54,41.65,5,Rainy,0,41.54,Autumn,,
2023-06-13,S002,P0005,Toys,East,456,96,138,90.37,47.1,20,Rainy,1,49.35,Autumn,,
2023-06-13,S002,P0006,Clothing,West,319,242,153,233.32,31.79,0,Snowy,1,30.26,Winter,,
2023-06-13,S002,P0007,Clothing,East,314,10,129,21.8,71.73,5,Snowy,1,76.33,Winter,,
2023-06-13,S002,P0008,Groceries,East,169,72,50,72.2,13.29,10,Cloudy,0,14.35,Summer,,
2023-06-13,S002,P0009,Furniture,South,198,148,199,151.7,98.73,20,Snowy,1,102.61,Spring,,
2023-06-13,S002,P0010,Clothing,North,196,61,109,69.99,31.78,10,Cloudy,1,34.49,Spring,,
2023-06-13,S002,P0011,Electronics,North,153,114,92,121.98,96.77,15,Rainy,1,96.37,Autumn,,
2023-06-13,S002,P0012,Clothing,South,324,234,129,241.17,56.73,0,Rainy,1,60.93,Spring,,
2023-06-13,S002,P0013,Clothing,East,227,37,103,47.81,93.18,20,Snowy,1,95.46,Winter,,
2023-06-13,S002,P0014,Electronics,North,185,38,45,32.56,62.43,20,Rainy,0,58.74,Summer,,
2023-06-13,S002,P0015,Toys,East,438,102,116,120.01,97.06,20,Rainy,0,97.1,Autumn,,
2023-06-13,S002,P0016,Toys,West,210,104,174,103.65,85.77,20,Cloudy,1,85.82,Summer,,
2023-06-13,S002,P0017,Groceries,East,368,244,118,261.64,37.95,5,Sunny,0,41.31,Winter,,
2023-06-13,S002,P0018,Furniture,East,337,55,113,49.97,71.68,10,Cloudy,0,71.06,Autumn,,
2023-06-13,S002,P0019,Groceries,North,79,66,89,70.35,11.45,20,Rainy,0,9.71,Winter,,
2023-06-13,S002,P0020,Furniture,South,342,165,192,156.29,67.33,15,Cloudy,1,63.05,Summer,,
